TICKER,OFTIC,MEASURE,VALUE,ANNDATS,ACTUAL
AMZN,AMZN,SAL,75302.1,2019-10-25,88912
AMZN,AMZN,SAL,74998,2019-10-25,88912
AMZN,AMZN,SAL,75238,2019-10-25,88912
AMZN,AMZN,SAL,75547,2019-10-25,88912
AMZN,AMZN,SAL,75687,2019-10-25,88912
AMZN,AMZN,SAL,77116.901,2019-11-26,88912
AMZN,AMZN,SAL,75557.4,2019-11-26,88912
AMZN,AMZN,SAL,76100,2019-12-06,88912
AMZN,AMZN,SAL,75484,2020-01-07,88912
AMZN,AMZN,SAL,75494,2020-01-09,88912
AMZN,AMZN,SAL,75388,2020-01-13,88912
