TICKER,OFTIC,ANALYS,FPI,MEASURE,VALUE,FPEDATS,ANNDATS,ACTUAL,ANNDATS_ACT
WMT,WMT,143894,7,EPS,0.4333,2020/7/31,2020/2/18,0.52,2020/8/18
WMT,WMT,160532,7,EPS,0.4467,2020/7/31,2020/2/18,0.52,2020/8/18
WMT,WMT,108441,7,EPS,0.4433,2020/7/31,2020/2/19,0.52,2020/8/18
WMT,WMT,120210,7,EPS,0.448,2020/7/31,2020/2/19,0.52,2020/8/18
WMT,WMT,113156,7,EPS,0.4367,2020/7/31,2020/2/19,0.52,2020/8/18
WMT,WMT,107677,7,EPS,0.45,2020/7/31,2020/2/19,0.52,2020/8/18
WMT,WMT,80702,7,EPS,0.44,2020/7/31,2020/2/19,0.52,2020/8/18
WMT,WMT,186954,7,EPS,0.4433,2020/7/31,2020/2/19,0.52,2020/8/18
WMT,WMT,183603,7,EPS,0.4433,2020/7/31,2020/2/19,0.52,2020/8/18
WMT,WMT,58487,7,EPS,0.45,2020/7/31,2020/2/20,0.52,2020/8/18
WMT,WMT,110432,7,EPS,0.44,2020/7/31,2020/2/26,0.52,2020/8/18
WMT,WMT,120210,7,EPS,0.445,2020/7/31,2020/3/18,0.52,2020/8/18
WMT,WMT,113415,7,EPS,0.42,2020/7/31,2020/3/18,0.52,2020/8/18
WMT,WMT,7891,7,EPS,0.4333,2020/7/31,2020/3/18,0.52,2020/8/18
WMT,WMT,82287,7,EPS,0.5033,2020/7/31,2020/3/19,0.52,2020/8/18
WMT,WMT,186954,7,EPS,0.4533,2020/7/31,2020/3/19,0.52,2020/8/18
WMT,WMT,110432,7,EPS,0.4567,2020/7/31,2020/3/20,0.52,2020/8/18
WMT,WMT,82287,7,EPS,0.48,2020/7/31,2020/3/25,0.52,2020/8/18
WMT,WMT,115583,7,EPS,0.4133,2020/7/31,2020/3/26,0.52,2020/8/18
WMT,WMT,113415,7,EPS,0.4367,2020/7/31,2020/3/30,0.52,2020/8/18
WMT,WMT,108441,7,EPS,0.4467,2020/7/31,2020/4/1,0.52,2020/8/18
WMT,WMT,80702,7,EPS,0.4433,2020/7/31,2020/4/6,0.52,2020/8/18
WMT,WMT,127023,7,EPS,0.4567,2020/7/31,2020/4/6,0.52,2020/8/18
WMT,WMT,122956,7,EPS,0.42,2020/7/31,2020/4/21,0.52,2020/8/18
WMT,WMT,186954,7,EPS,0.42,2020/7/31,2020/4/27,0.52,2020/8/18
WMT,WMT,119883,7,EPS,0.44,2020/7/31,2020/4/28,0.52,2020/8/18
